Unnamed: 0,Name,City,Country,Region,Continent,Location,Rating,Score,NbReviews,Distance from center,Stars,Url link,Staff_rating,Facilities_rating,Cleanliness_rating,Comfort_rating,Value_for_money_rating,Location_rating
10,Asia International Hotel Guangdong,Guangzhou,China,Eastern Asia,Asia,"Yue Xiu, Guangzhou",Very Good,8.1,901.0,4.2,5,https://www.booking.com/hotel/cn/ai-guangzhou.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsSY67AGwAIB0gIkNTllNWFiNzctZTFkOC00MGZiLTk5YmMtNzY5MzNkZmZkOTRl2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=4a3b80a2f01601a6&srepoch=1713032262&all_sr_blocks=41129801_265528146_2_2_0&highlighted_blocks=41129801_265528146_2_2_0&matching_block_id=41129801_265528146_2_2_0&sr_pri_blocks=41129801_265528146_2_2_0__65000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.4,8.1,8.3,8.4,7.9,9.0
11,Beacon Hotel,Taichung,Taiwan,Eastern Asia,Asia,"Xitun District, Taichung",Very Good,8.0,2134.0,1.9,4,https://www.booking.com/hotel/tw/beacon.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4As6Y67AGwAIB0gIkOTI4Nzk2OTMtYTFhYS00ODA0LWIyOWQtYmQwOTFmOWU3MmE22AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=049e80a7c14002d0&srepoch=1713032272&all_sr_blocks=53724120_343282155_2_1_0&highlighted_blocks=53724120_343282155_2_1_0&matching_block_id=53724120_343282155_2_1_0&sr_pri_blocks=53724120_343282155_2_1_0__375584&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.5,8.0,8.2,8.3,8.1,9.2
12,Begonia Flowers Guesthouse,Suzhou,China,Eastern Asia,Asia,"Wu Jiang District, Suzhou",Wonderful,9.3,54.0,20.8,3,https://www.booking.com/hotel/cn/su-zhou-tong-li-hai-tang-hua-kai-xiang-chou-ke-zhan.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4Aq-Y67AGwAIB0gIkM2FiYTllYzItMjk5MC00ZTJiLWFlYmUtMTUwZjhjZjdiMGMx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=7f8d80978d6f0163&srepoch=1713032241&all_sr_blocks=246706007_381366814_0_0_0&highlighted_blocks=246706007_381366814_0_0_0&matching_block_id=246706007_381366814_0_0_0&sr_pri_blocks=246706007_381366814_0_0_0__22000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.8,9.3,9.2,9.2,9.5,9.3
13,Beijing Marriott Hotel Northeast,Beijing,China,Eastern Asia,Asia,"Chaoyang, Beijing",Very Good,8.1,73.0,8.3,5,https://www.booking.com/hotel/cn/beijing-marriott-northeast.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4ArOY67AGwAIB0gIkYjUyZDg1MzEtZWZlNC00MzlmLWE3NmEtZWMzNDYwODUyZmYy2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7ded8099e1e9026c&srepoch=1713032245&all_sr_blocks=17443903_94313986_0_42_0&highlighted_blocks=17443903_94313986_0_42_0&matching_block_id=17443903_94313986_0_42_0&sr_pri_blocks=17443903_94313986_0_42_0__102608&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.7,8.1,8.4,8.5,8.0,8.1
14,Best Western Premier Tuushin Hotel,Ulaanbaatar,Mongolia,Eastern Asia,Asia,"Sukhbaatar, Ulaanbaatar",Very Good,8.3,487.0,0.5,5,https://www.booking.com/hotel/mn/best-western-premier-tuushin-ulaanbaatar.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqSY67AGwAIB0gIkZDI2ZDliMjgtMDc0NC00MmM1LWE1ZjAtZGY1NDM3NmM1NzI22AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=a11c8092f7450170&srepoch=1713032230&all_sr_blocks=85646603_130166114_1_1_0&highlighted_blocks=85646603_130166114_1_1_0&matching_block_id=85646603_130166114_1_1_0&sr_pri_blocks=85646603_130166114_1_1_0__14560&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.8,8.2,8.6,8.8,8.0,9.5
15,Book And Bed Tokyo Shinjuku,Tokyo,Japan,Eastern Asia,Asia,"Shinjuku Ward, Tokyo",Good,7.3,2389.0,2.8,2,https://www.booking.com/hotel/jp/book-and-bed-tokyo-shinjuku.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4Ap2Y67AGwAIB0gIkYzlmMTIwMjktMmEzYS00NzI2LTk4YTgtNjVlZWNkMjZhZGYw2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=93c0808eb7b300b1&srepoch=1713032223&all_sr_blocks=300200701_332680346_0_2_0&highlighted_blocks=300200701_332680346_0_2_0&matching_block_id=300200701_332680346_0_2_0&sr_pri_blocks=300200701_332680346_0_2_0__792000&from=searchresults#hotelTmpl,8.1,7.5,7.099999999999999,7.099999999999999,7.8,8.4
16,Brother Hotel,Taipei,Taiwan,Eastern Asia,Asia,"Songshan District , Taipei",Excellent,8.8,2620.0,2.8,4,https://www.booking.com/hotel/tw/brother.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AtKY67AGwAIB0gIkMWE2MGNjNDYtYzM1MC00MDBhLTgwYzctZjIzYzg5YzVmMDc42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=2ae980a9cc0901a9&srepoch=1713032276&all_sr_blocks=30619101_104489819_1_1_0&highlighted_blocks=30619101_104489819_1_1_0&matching_block_id=30619101_104489819_1_1_0&sr_pri_blocks=30619101_104489819_1_1_0__385000&from=searchresults#hotelTmpl,9.1,8.9,9.1,9.2,8.8,9.5
17,CU Hotel Kaohsiung,Kaohsiung,Taiwan,Eastern Asia,Asia,"Sanmin District , Kaohsiung",Excellent,8.6,1307.0,2.5,4,https://www.booking.com/hotel/tw/xi-you-chao-lu-gao-xiong-che-zhan-guan.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsuY67AGwAIB0gIkMTk5MTYzNmYtYWVhMi00Nzk1LWEzZjMtYzNmYWM4NWFjNTUz2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c3d580a537720240&srepoch=1713032269&all_sr_blocks=784232103_377619641_0_0_0&highlighted_blocks=784232103_377619641_0_0_0&matching_block_id=784232103_377619641_0_0_0&sr_pri_blocks=784232103_377619641_0_0_0__269983&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.7,8.8,8.9,9.0,8.8,9.3
18,Cabin & Capsule Hotel J-SHIP Osaka Namba,Osaka,Japan,Eastern Asia,Asia,"Namba, Osaka",Excellent,8.9,966.0,4.4,3,https://www.booking.com/hotel/jp/j-shipda-ban-nan-bo.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AqGY67AGwAIB0gIkMzI0ZGExN2QtOGM1Ny00OGY3LWE5YzUtODNjMzEwYjA2ZTEx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=9c5c8090914402e3&srepoch=1713032226&all_sr_blocks=304156208_112713172_1_0_0&highlighted_blocks=304156208_112713172_1_0_0&matching_block_id=304156208_112713172_1_0_0&sr_pri_blocks=304156208_112713172_1_0_0__593640&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.3,9.3,9.3,9.2,9.1,8.8
19,Caesar Park Hotel Banqiao,Taipei,Taiwan,Eastern Asia,Asia,"Banqiao, Taipei",Excellent,8.7,9163.0,6.7,5,https://www.booking.com/hotel/tw/caesar-park-banqiao.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AtKY67AGwAIB0gIkMWE2MGNjNDYtYzM1MC00MDBhLTgwYzctZjIzYzg5YzVmMDc42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2ae980a9cc0901a9&srepoch=1713032276&all_sr_blocks=228622204_191954628_0_2_0&highlighted_blocks=228622204_191954628_0_2_0&matching_block_id=228622204_191954628_0_2_0&sr_pri_blocks=228622204_191954628_0_2_0__1180000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.9,9.0,9.1,9.1,8.7,9.3
