Unnamed: 0,Name,City,Country,Region,Continent,Location,Rating,Score,NbReviews,Distance from center,Stars,Url link,Staff_rating,Facilities_rating,Cleanliness_rating,Comfort_rating,Value_for_money_rating,Location_rating
10,Ascott Bonifacio Global City Manila,Manila,Philippines,South-Eastern Asia,Asia,"Taguig, Manila",Wonderful,9.0,588.0,8.5,5,https://www.booking.com/hotel/ph/ascott-bonifacio-global-city-manila.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4At-Z67AGwAIB0gIkNDIyYTdjMDktODI1NS00ODA2LTlmMTEtM2NhOTdiYWY1MDU22AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=be6b80efe735005f&srepoch=1713032417&all_sr_blocks=110081901_364459548_2_1_0&highlighted_blocks=110081901_364459548_2_1_0&matching_block_id=110081901_364459548_2_1_0&sr_pri_blocks=110081901_364459548_2_1_0__1626075&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.2,9.2,9.4,9.4,8.6,9.7
11,Ascott Jakarta,Jakarta,Indonesia,South-Eastern Asia,Asia,"Central Jakarta, Jakarta",Very Good,8.0,1449.0,0.5,5,https://www.booking.com/hotel/id/ascott-jakarta.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsyZ67AGwAIB0gIkMjMyZjEzYzktZGQxMC00NDQ2LTkyYmUtMTI1ZjBkYTg4YmQ52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=deb980e6181a035b&srepoch=1713032398&all_sr_blocks=4268002_384656556_2_2_0&highlighted_blocks=4268002_384656556_2_2_0&matching_block_id=4268002_384656556_2_2_0&sr_pri_blocks=4268002_384656556_2_2_0__184371000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.8,8.0,8.2,8.3,7.9,9.1
12,Ascott Makati,Manila,Philippines,South-Eastern Asia,Asia,"Makati, Manila",Very Good,8.5,2133.0,6.9,5,https://www.booking.com/hotel/ph/ascott-makati-makati-city.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4At-Z67AGwAIB0gIkNDIyYTdjMDktODI1NS00ODA2LTlmMTEtM2NhOTdiYWY1MDU22AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=be6b80efe735005f&srepoch=1713032417&all_sr_blocks=24089404_364459512_2_2_0&highlighted_blocks=24089404_364459512_2_2_0&matching_block_id=24089404_364459512_2_2_0&sr_pri_blocks=24089404_364459512_2_2_0__908040&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.0,8.5,8.8,8.8,8.2,9.5
13,Ashley Sabang Jakarta,Jakarta,Indonesia,South-Eastern Asia,Asia,"Central Jakarta, Jakarta",Very Good,8.2,855.0,1.3,4,https://www.booking.com/hotel/id/ashley-sabang.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsyZ67AGwAIB0gIkMjMyZjEzYzktZGQxMC00NDQ2LTkyYmUtMTI1ZjBkYTg4YmQ52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=deb980e6181a035b&srepoch=1713032398&all_sr_blocks=467301301_332562573_0_1_0&highlighted_blocks=467301301_332562573_0_1_0&matching_block_id=467301301_332562573_0_1_0&sr_pri_blocks=467301301_332562573_0_1_0__123837900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.9,8.2,8.6,8.7,8.4,8.8
14,Ashley Wahid Hasyim Jakarta,Jakarta,Indonesia,South-Eastern Asia,Asia,"Central Jakarta, Jakarta",Very Good,8.4,1861.0,1.0,4,https://www.booking.com/hotel/id/ashley-jakarta.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsyZ67AGwAIB0gIkMjMyZjEzYzktZGQxMC00NDQ2LTkyYmUtMTI1ZjBkYTg4YmQ52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=deb980e6181a035b&srepoch=1713032398&all_sr_blocks=205977702_332408679_0_1_0&highlighted_blocks=205977702_332408679_0_1_0&matching_block_id=205977702_332408679_0_1_0&sr_pri_blocks=205977702_332408679_0_1_0__120867900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.1,8.4,8.7,8.8,8.6,9.0
15,Astar Hotel Bukit Bintang,Kuala Lumpur,Malaysia,South-Eastern Asia,Asia,"Bukit Bintang, Kuala Lumpur",Good,7.7,922.0,1.0,3,https://www.booking.com/hotel/my/astar-bukit-bintang.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsWZ67AGwAIB0gIkZWIyMDUxMjYtMDA0Ni00YjQ3LThmODYtMjkyMWE3NDI4Nzc12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=f95780e270e10044&srepoch=1713032391&all_sr_blocks=974295401_369811681_0_0_0&highlighted_blocks=974295401_369811681_0_0_0&matching_block_id=974295401_369811681_0_0_0&sr_pri_blocks=974295401_369811681_0_0_0__15113&from=searchresults#hotelTmpl,8.5,7.9,8.2,8.1,8.2,9.0
16,Astar Hotel Kuala Lumpur,Kuala Lumpur,Malaysia,South-Eastern Asia,Asia,"Bukit Bintang, Kuala Lumpur",Good,7.9,56.0,1.0,3,https://www.booking.com/hotel/my/astar-kuala-lumpur-kuala-lumpur.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsWZ67AGwAIB0gIkZWIyMDUxMjYtMDA0Ni00YjQ3LThmODYtMjkyMWE3NDI4Nzc12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=f95780e270e10044&srepoch=1713032391&all_sr_blocks=1134766301_387433424_0_0_0&highlighted_blocks=1134766301_387433424_0_0_0&matching_block_id=1134766301_387433424_0_0_0&sr_pri_blocks=1134766301_387433424_0_0_0__13850&from=searchresults#hotelTmpl,8.6,7.900000000000001,8.3,8.1,8.4,9.2
17,Axon Residence By Luxury Suites,Kuala Lumpur,Malaysia,South-Eastern Asia,Asia,"Bukit Bintang, Kuala Lumpur",Wonderful,9.0,97.0,1.2,4,https://www.booking.com/hotel/my/axon-residence-by-luxury-suites.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsWZ67AGwAIB0gIkZWIyMDUxMjYtMDA0Ni00YjQ3LThmODYtMjkyMWE3NDI4Nzc12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=f95780e270e10044&srepoch=1713032391&all_sr_blocks=1142673601_387716189_0_0_0&highlighted_blocks=1142673601_387716189_0_0_0&matching_block_id=1142673601_387716189_0_0_0&sr_pri_blocks=1142673601_387716189_0_0_0__25508&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.0,9.3,9.3,9.4,9.3,9.6
18,Ayaka Suites,Jakarta,Indonesia,South-Eastern Asia,Asia,"South Jakarta, Jakarta",Very Good,8.1,524.0,2.9,3,https://www.booking.com/hotel/id/ayaka-suites.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AsyZ67AGwAIB0gIkMjMyZjEzYzktZGQxMC00NDQ2LTkyYmUtMTI1ZjBkYTg4YmQ52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=deb980e6181a035b&srepoch=1713032398&all_sr_blocks=170180701_384616244_0_2_0&highlighted_blocks=170180701_384616244_0_2_0&matching_block_id=170180701_384616244_0_2_0&sr_pri_blocks=170180701_384616244_0_2_0__69053400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.9,8.1,8.5,8.5,8.4,8.4
19,B House Chiang Mai Thailand,Chiang Mai,Thailand,South-Eastern Asia,Asia,"Si Phum, Chiang Mai",Very Good,8.0,189.0,0.3,3,https://www.booking.com/hotel/th/bb-house-boutique.html?aid=304142&label=gen173nr-1FCAQoggI46wdIMVgEaE2IAQGYATG4ARnIAQzYAQHoAQH4AQaIAgGoAgO4AtSZ67AGwAIB0gIkN2FmNGMzZGMtY2RhMS00Zjc5LWI4MjUtMjM0MTRiY2E4NTg22AIF4AIB&ucfs=1&arphpl=1&checkin=2024-11-16&checkout=2024-11-17&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=1d2680eafbbe021a&srepoch=1713032406&all_sr_blocks=64960506_278016986_0_2_0&highlighted_blocks=64960506_278016986_0_2_0&matching_block_id=64960506_278016986_0_2_0&sr_pri_blocks=64960506_278016986_0_2_0__57132&from=searchresults#hotelTmpl,8.8,8.0,8.4,8.4,8.2,8.7
