Value_for_money_rating,Facilities_rating,Breakfast,Room Type,Guests nb,Staff_rating,Distance from center,Score,Cleanliness_rating,Cancellation,Comfort_rating,Price,NbReviews,Location_rating,Stars,env_vars
-0.09059906884230291,-0.047247893526766845,0.012339355786451569,-0.07262994180060439,0.03091010115854227,-0.16478151272822328,0.20498678882669166,-0.07732485899546554,-0.07447272748853444,0.109521447346706,-0.0502427316342778,0.007360907814786354,-0.2433053064128898,-0.13899881950039353,0.16006641664600585,Population
-0.09064287246072235,-0.047261148898647645,0.012360173816247606,-0.07262338660551958,0.03100305491763774,-0.16483154501130445,0.2050288568328117,-0.0773503992042442,-0.0744998189581346,0.10953132594048394,-0.050267682164664464,0.007374354439223579,-0.24335454634964226,-0.13900727462628967,0.1600276762507647,world_share
-0.09137381728644174,-0.032950750755618916,0.09711561023166868,0.04100506536750567,0.040955572100543854,0.006985675160452026,-0.09989214721800166,-0.05778706007556413,-0.011040924890856965,-0.1169452443320532,-0.025778188060621012,0.07628135186405464,0.2566781714508878,0.06913606934410511,-0.06282291442606039,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment"
-0.09774977561187263,-0.006221208569541675,0.08464924508166675,0.03221502433017642,0.049034317015896244,-0.025851751553602937,0.10852050866835945,-0.008561212697806672,-0.0112832302584966,-0.04411348767821701,0.0037866122553200186,0.17248642803212402,0.17638609487807397,0.04155539280478535,0.05477147150761219,Tennis Court Rent (1 Hour on Weekend)
-0.1032476940111788,-0.015380097647369566,0.03895289796722301,0.01097095640890726,0.1373618545469111,-0.05307779737170625,0.08283900027325768,-0.06817070632820868,-0.04102429902936596,-0.024481866128786587,-0.01746790697442645,0.08552179210433547,0.025754163361977306,0.0023666303676022744,-0.057944427059348304,Country
-0.11534802711985193,-0.019154792579265226,0.15666557353824512,-0.0018272808364467174,0.10110814992026265,-0.03741572746410338,-0.04264063684327942,-0.04439597626578996,-0.003951546635374083,-0.030064133720614956,0.0033635861971818047,0.11275872821486886,0.03148131976974073,0.011297795171610336,-0.007419009660703591,Local Cheese (1kg)
-0.11724928533295785,-0.011056234507674265,0.1474231522312816,-0.0007643902833498512,0.06665770107520927,-0.06355722281658138,0.05230585173500732,-0.053257409578028866,-0.0031494676808676027,-0.04635180985814292,0.004607189080518175,0.09814888297745403,0.02638233390103871,0.00612895826459494,0.07897378911667804,"International Primary School, Yearly for 1 Child"
-0.12493949278219701,-0.028244352426726155,0.0712938921735825,0.009255266218612645,-0.010646683817746996,-0.01584010940932514,-0.0063885743435478475,-0.04193783024302967,-0.03254054186266059,-0.09007955556438381,-0.03364358150546272,0.07718769326898355,0.11173147015062833,0.04069383054618678,0.0049715818368749306,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)
-0.12516613938276622,-0.10598977930626542,-0.052174744515960055,-0.04206365840985687,0.018811383729418468,-0.187725061089236,0.13828921589163784,-0.12292700772819651,-0.12280144928720113,0.10154323747805144,-0.10789854807096773,-0.020012110657902316,-0.16457215344353265,-0.15434559821761903,0.07564597409005758,net_change
-0.12841467035389936,0.006755938129872205,0.14094793053768823,-0.005797306813132847,0.07516423317744741,-0.02929021476714498,0.07497943152085375,-0.02064425747041841,0.010044831235373744,-0.027556607232717585,0.0378495608229208,0.20614684312949688,0.0366953166518512,0.02739631614511532,0.07948360243958463,"Fitness Club, Monthly Fee for 1 Adult"
-0.14422357055331586,-0.058072436230424206,0.12013065102984165,0.03803550738771887,0.06582396674367806,-0.0647052476762948,-0.06153572386470695,-0.08302738036387089,-0.040084187527042944,-0.06691261506669732,-0.045842485992687546,0.08441529411617095,0.07989199087953978,0.00984036753479803,-0.06798204195563086,Beef Round (1kg) (or Equivalent Back Leg Red Meat)
-0.14639931643288448,-0.04429762356645733,0.16263836480186955,0.027299899244229122,0.11495754102394508,-0.014309259420189365,-0.07282639861371544,-0.07075960540248862,-0.02181021346539583,-0.0809228052286216,-0.023267568799714325,0.13567492546611779,0.1619225513390523,0.07130370306126041,-0.06603722624713224,Eggs (regular) (12)
-0.14646062886614902,-0.03478553310415488,0.08613219854309785,0.024943008266631178,0.11560854090408307,-0.047366405456590134,0.0877019729973148,-0.06255987808151654,-0.048162144377659366,-0.042208981416429245,-0.026537794229360107,0.13719380595818478,0.053562412804661744,0.017710033036314122,0.014789081882669695,"1 Summer Dress in a Chain Store (Zara, H&M, ...)"
-0.15562747499148524,-0.06825178222754474,0.1053279076360289,0.046691353740865055,0.10493725788235529,-0.05054455172666704,-0.1126438104171736,-0.09822867944762871,-0.04559253678590045,-0.09676205164101874,-0.05906125457606988,0.06663665565909987,0.20197897010815916,0.04790138265631429,-0.12825018643649505,Coke/Pepsi (0.33 liter bottle)
-0.16824248534390554,-0.07022671926533641,0.09018182731442413,0.04858741125525513,0.11744235101797704,-0.06044883997397639,0.025736522923648676,-0.11039204195936513,-0.07843637741580366,-0.0680107723389761,-0.06787049890909894,0.13643749488987839,0.16262346044025594,0.02207109214596345,-0.062119721843678345,urban_pop
-0.17091219118738762,-0.11588688966400792,0.0655013894058906,0.07212157089235295,-0.011069428260188113,-0.06480765723383489,-0.12532149689897548,-0.13723375585729436,-0.08565197087434255,-0.1154828087810743,-0.10156876423909622,0.07230207421473112,0.2996432661295655,0.014061145772937864,-0.0752663931861568,Taxi Start (Normal Tariff)
-0.176572691251823,-0.07782717395759661,0.1210518566837388,0.046016159461255625,0.10212123311822609,-0.07401557876530575,-0.09918037902235818,-0.10940340727221842,-0.05626776729309342,-0.08163123169025518,-0.06775778169597509,0.07644076267049724,0.1988594883644794,0.04614266409152891,-0.10927789783168453,Water (0.33 liter bottle)
-0.1835601033756694,-0.09525544962882544,0.10541112504950094,0.06199479051991091,0.03311983078006788,-0.019737650712100117,-0.11835695509971071,-0.11743594927958506,-0.0640771533105137,-0.1010250755548384,-0.07203635922689719,0.11094527243467793,0.28997818164765954,0.012164562315334217,-0.08829462956035676,Taxi 1km (Normal Tariff)
-0.1984701560260871,-0.14374026598283463,0.08716117996909839,0.05589967894901806,-0.011077605922823756,-0.07644062512809228,-0.16739069990833666,-0.14929994446104647,-0.12131890506078545,-0.11055837677177364,-0.13689895286408207,0.04770250651269592,0.31457201064468104,0.0018985081474266717,-0.09136137993135178,Taxi 1hour Waiting (Normal Tariff)
-0.19972728737802886,-0.06278972546482939,0.17448491731403068,-0.022205181785853453,0.0037718403327115816,-0.09853433802975431,-0.01049642986383984,-0.08358211095790181,-0.043281828740247295,-0.034288897569798506,-0.033776472502444296,0.17155740074918643,0.16294274105930168,0.04639935113175302,0.09654586058942687,Price per Square Meter to Buy Apartment in City Centre
-0.20829576237308348,-0.08981596100467461,0.13084114983546302,0.030954684504344816,0.13272329383899517,-0.09481706036395729,-0.037535507648673694,-0.1348331703693633,-0.07348239909135755,-0.06875728381931508,-0.07522526815025035,0.11139727316418839,0.08239795109570354,-0.007687328571157357,-0.08966951821803508,Chicken Fillets (1kg)
-0.20982261753178802,-0.07046991165684018,0.06277415388427343,-0.03001833386100512,0.28209381713291437,-0.1957611283322039,0.2266421055052667,-0.145456073675001,-0.1135138990249911,0.06161693439830523,-0.07276005973115232,0.10321687544820142,-0.24589103038119672,-0.09537154128344384,0.0034789578681620336,land_area
-0.21236978077223573,-0.06023059281911869,0.1500458991594372,0.02336144241108941,0.21009992422657633,-0.10058166924506615,-0.025714671374921075,-0.12415786113343588,-0.06349810941186645,-0.04269488011727895,-0.050282179643414145,0.1398942142514981,0.06120715744646354,0.031556106691817354,-0.07812150129035972,Tomato (1kg)
-0.21350363994447744,-0.09762619373640441,0.13305849694278032,0.04463087554494528,0.12055801898573498,-0.0756613236807744,-0.0691952537811446,-0.11926795344010008,-0.07721847259939033,-0.08233850927115842,-0.07935086931416711,0.13975992579195357,0.21999310059065957,0.04454994903739677,-0.10717813316905701,McMeal at McDonalds (or Equivalent Combo Meal)
-0.21694795493959967,-0.06048154144241379,0.08762185460835817,0.01026597196628464,0.27951071142915673,-0.16103113103628788,0.1996648755741296,-0.14833226864495547,-0.09504397798604622,0.0062479212724520575,-0.06364245134847775,0.16348748865254356,-0.07795911474820852,-0.057644950089249344,-0.03923072998132866,Mobile Phone Monthly Plan with Calls and 10GB+ Data
-0.2201648261449301,-0.08069440558656311,0.07030937182436249,0.008027634891876271,0.2665027683610639,-0.15654743558838408,0.13128336009770364,-0.15998583415642503,-0.1186565499518979,0.01738550099308131,-0.08303491197785405,0.12168160950761296,-0.11574125232971716,-0.057959340349069445,-0.10017908067033175,migrants
-0.22070287852077328,-0.079013175557648,0.2066006401019245,-0.0081227069389553,0.030850428612446197,-0.10262410796870985,-0.004379246143405294,-0.09903114021986321,-0.055273231922327054,-0.04065342969152932,-0.04520462049983704,0.19152223696754136,0.16964612088975664,0.04656256673551025,0.0714422567018122,Price per Square Meter to Buy Apartment Outside of Centre
